Number of threads is 25.
generating uniform projection
output path ../h5_projected/g1040_0016_binary_search_10000_fib is not exist, create output path.
rank  3, cnt =    6
rank 12, cnt =    6
rank 23, cnt =    6
rank 20, cnt =    6
rank  2, cnt =    6
rank 14, cnt =    6
rank  6, cnt =    6
rank 24, cnt =    5
rank 16, cnt =    6
rank  8, cnt =    6
rank 13, cnt =    6
rank 11, cnt =    5
rank 17, cnt =    6
rank  9, cnt =    6
rank  1, cnt =    6
rank  0, cnt =    6
rank 10, cnt =    6
rank 15, cnt =    6
rank 22, cnt =    6
rank  7, cnt =    7
rank 21, cnt =    6
rank  5, cnt =    6
rank  4, cnt =    7
rank 18, cnt =    7
rank 19, cnt =    7
rank 20, cnt =    7
rank  6, cnt =    7
rank  3, cnt =    7
rank  2, cnt =    7
rank 23, cnt =    7
rank 14, cnt =    7
rank  8, cnt =    7
rank 16, cnt =    7
rank  0, cnt =    7
rank 12, cnt =    7
rank 13, cnt =    7
rank  9, cnt =    7
rank 22, cnt =    7
rank  1, cnt =    7
rank 24, cnt =    6
rank 15, cnt =    7
rank  7, cnt =    8
rank 17, cnt =    7
rank 11, cnt =    6
rank 10, cnt =    7
rank  5, cnt =    7
rank  4, cnt =    8
rank 18, cnt =    8
rank 19, cnt =    8
rank 21, cnt =    7
rank 20, cnt =    8
rank  6, cnt =    8
rank  3, cnt =    8
rank  2, cnt =    8
rank 23, cnt =    8
rank 14, cnt =    8
rank  8, cnt =    8
rank 16, cnt =    8
rank 13, cnt =    8
rank  9, cnt =    8
rank 22, cnt =    8
rank  0, cnt =    8
rank  1, cnt =    8
rank 15, cnt =    8
rank  7, cnt =    9
rank 12, cnt =    8
rank 24, cnt =    7
rank  4, cnt =    9
rank  5, cnt =    8
rank 19, cnt =    9
rank 20, cnt =    9
rank  6, cnt =    9
rank 17, cnt =    8
rank 21, cnt =    8
rank 11, cnt =    7
rank 18, cnt =    9
rank  3, cnt =    9
rank  2, cnt =    9
rank 10, cnt =    8
rank  8, cnt =    9
rank 23, cnt =    9
rank 14, cnt =    9
rank 16, cnt =    9
rank 22, cnt =    9
rank 13, cnt =    9
rank  9, cnt =    9
rank  1, cnt =    9
rank 15, cnt =    9
rank  7, cnt =   10
rank  0, cnt =    9
rank  4, cnt =   10
rank  5, cnt =    9
rank 19, cnt =   10
rank 21, cnt =    9
rank 12, cnt =    9
rank 20, cnt =   10
rank  6, cnt =   10
rank 24, cnt =    8
rank  8, cnt =   10
rank  3, cnt =   10
rank 23, cnt =   10
rank  2, cnt =   10
rank 14, cnt =   10
rank 18, cnt =   10
rank 22, cnt =   10
rank 17, cnt =    9
rank 16, cnt =   10
rank 11, cnt =    8
rank 13, cnt =   10
rank  9, cnt =   10
rank  7, cnt =   11
rank 10, cnt =    9
rank 15, cnt =   10
rank  1, cnt =   10
rank  4, cnt =   11
rank  5, cnt =   10
rank 19, cnt =   11
rank 21, cnt =   10
rank 20, cnt =   11
rank  6, cnt =   11
rank  0, cnt =   10
rank  8, cnt =   11
rank  3, cnt =   11
rank 12, cnt =   10
rank 23, cnt =   11
rank 14, cnt =   11
rank 22, cnt =   11
rank  2, cnt =   11
rank 18, cnt =   11
rank  7, cnt =   12
rank 16, cnt =   11
rank 13, cnt =   11
rank 24, cnt =    9
rank  9, cnt =   11
rank  4, cnt =   12
rank  5, cnt =   11
rank 19, cnt =   12
rank 20, cnt =   12
rank 21, cnt =   11
rank  1, cnt =   11
rank 17, cnt =   10
rank  6, cnt =   12
rank 15, cnt =   11
rank 11, cnt =    9
rank  8, cnt =   12
rank  0, cnt =   11
rank 22, cnt =   12
rank 10, cnt =   10
rank  3, cnt =   12
rank 18, cnt =   12
rank 23, cnt =   12
rank  7, cnt =   13
rank  2, cnt =   12
rank  4, cnt =   13
rank 12, cnt =   11
rank 14, cnt =   12
rank  5, cnt =   12
rank 19, cnt =   13
rank 16, cnt =   12
rank 20, cnt =   13
rank 21, cnt =   12
rank 13, cnt =   12
rank  9, cnt =   12
rank  6, cnt =   13
rank  1, cnt =   12
rank 15, cnt =   12
rank  8, cnt =   13
rank 17, cnt =   11
rank 22, cnt =   13
rank 24, cnt =   10
rank 18, cnt =   13
rank  7, cnt =   14
rank  3, cnt =   13
rank  4, cnt =   14
rank 23, cnt =   13
rank  0, cnt =   12
rank 11, cnt =   10
rank  5, cnt =   13
rank 19, cnt =   14
rank 20, cnt =   14
rank  2, cnt =   13
rank 21, cnt =   13
rank  6, cnt =   14
rank 16, cnt =   13
rank 13, cnt =   13
rank  9, cnt =   13
rank 10, cnt =   11
rank  8, cnt =   14
rank 15, cnt =   13
rank 12, cnt =   12
rank 14, cnt =   13
rank  1, cnt =   13
rank 22, cnt =   14
rank 17, cnt =   12
rank 18, cnt =   14
rank  7, cnt =   15
rank  4, cnt =   15
rank  3, cnt =   14
rank 21, cnt =   14
rank 19, cnt =   15
rank  5, cnt =   14
rank 20, cnt =   15
rank 23, cnt =   14
rank 24, cnt =   11
rank  6, cnt =   15
rank  2, cnt =   14
rank  8, cnt =   15
rank  0, cnt =   13
rank 16, cnt =   14
rank 13, cnt =   14
rank  9, cnt =   14
rank 11, cnt =   11
rank 22, cnt =   15
rank 15, cnt =   14
rank  1, cnt =   14
rank 18, cnt =   15
rank  4, cnt =   16
rank  7, cnt =   16
rank 17, cnt =   13
rank 14, cnt =   14
rank 12, cnt =   13
rank  3, cnt =   15
rank 19, cnt =   16
rank  5, cnt =   15
rank 21, cnt =   15
rank 20, cnt =   16
rank 10, cnt =   12
rank  6, cnt =   16
rank 24, cnt =   12
rank  2, cnt =   15
rank  8, cnt =   16
rank 16, cnt =   15
rank 23, cnt =   15
rank 13, cnt =   15
rank  0, cnt =   14
rank 22, cnt =   16
rank 18, cnt =   16
rank  4, cnt =   17
rank  7, cnt =   17
rank  1, cnt =   15
rank 15, cnt =   15
rank 17, cnt =   14
rank  9, cnt =   15
rank 14, cnt =   15
rank 11, cnt =   12
rank 20, cnt =   17
rank 12, cnt =   14
rank 19, cnt =   17
rank  5, cnt =   16
rank 21, cnt =   16
rank  3, cnt =   16
rank  6, cnt =   17
rank  8, cnt =   17
rank 24, cnt =   13
rank  2, cnt =   16
rank 16, cnt =   16
rank 10, cnt =   13
rank 18, cnt =   17
rank 13, cnt =   16
rank  7, cnt =   18
rank  4, cnt =   18
rank 22, cnt =   17
rank  1, cnt =   16
rank  0, cnt =   15
rank 23, cnt =   16
rank 15, cnt =   16
rank 17, cnt =   15
rank 12, cnt =   15
rank 20, cnt =   18
rank 21, cnt =   17
rank 19, cnt =   18
rank  5, cnt =   17
rank  6, cnt =   18
rank 14, cnt =   16
rank  3, cnt =   17
rank  8, cnt =   18
rank 24, cnt =   14
rank  9, cnt =   16
rank 11, cnt =   13
rank  2, cnt =   17
rank 16, cnt =   17
rank 18, cnt =   18
rank  7, cnt =   19
rank 13, cnt =   17
rank  4, cnt =   19
rank  1, cnt =   17
rank 12, cnt =   16
rank 19, cnt =   19
rank 20, cnt =   19
rank  5, cnt =   18
rank  6, cnt =   19
rank 15, cnt =   17
rank 21, cnt =   18
rank 17, cnt =   16
rank 10, cnt =   14
rank 14, cnt =   17
rank  0, cnt =   16
rank  8, cnt =   19
rank  3, cnt =   18
rank 22, cnt =   18
rank 23, cnt =   17
rank 24, cnt =   15
rank  2, cnt =   18
rank 18, cnt =   19
rank  7, cnt =   20
rank 16, cnt =   18
rank  9, cnt =   17
rank  4, cnt =   20
rank 11, cnt =   14
rank 13, cnt =   18
rank 20, cnt =   20
rank  5, cnt =   19
rank  6, cnt =   20
rank 21, cnt =   19
rank 19, cnt =   20
rank  1, cnt =   18
rank 15, cnt =   18
rank 12, cnt =   17
rank 17, cnt =   17
rank 14, cnt =   18
rank  0, cnt =   17
rank  8, cnt =   20
rank  3, cnt =   19
rank 24, cnt =   16
rank 10, cnt =   15
rank 18, cnt =   20
rank  2, cnt =   19
rank  7, cnt =   21
rank 22, cnt =   19
rank 23, cnt =   18
rank 16, cnt =   19
rank  4, cnt =   21
rank 11, cnt =   15
rank  6, cnt =   21
rank 19, cnt =   21
rank 20, cnt =   21
rank  5, cnt =   20
rank 13, cnt =   19
rank 21, cnt =   20
rank  1, cnt =   19
rank 15, cnt =   19
rank  9, cnt =   18
rank 12, cnt =   18
rank  0, cnt =   18
rank  8, cnt =   21
rank 14, cnt =   19
rank 17, cnt =   18
rank 18, cnt =   21
rank 24, cnt =   17
rank  7, cnt =   22
rank 22, cnt =   20
rank  2, cnt =   20
rank  3, cnt =   20
rank 16, cnt =   20
rank 10, cnt =   16
rank 19, cnt =   22
rank 11, cnt =   16
rank  6, cnt =   22
rank 20, cnt =   22
rank  4, cnt =   22
rank 23, cnt =   19
rank 13, cnt =   20
rank  1, cnt =   20
rank 12, cnt =   19
rank  0, cnt =   19
rank  8, cnt =   22
rank 15, cnt =   20
rank 14, cnt =   20
rank  5, cnt =   21
rank 21, cnt =   21
rank 17, cnt =   19
rank  9, cnt =   19
rank 18, cnt =   22
rank  7, cnt =   23
rank 22, cnt =   21
rank 24, cnt =   18
rank  2, cnt =   21
rank 19, cnt =   23
rank 20, cnt =   23
rank  6, cnt =   23
rank 11, cnt =   17
rank  0, cnt =   20
rank 13, cnt =   21
rank  3, cnt =   21
rank  8, cnt =   23
rank 12, cnt =   20
rank  1, cnt =   21
rank 15, cnt =   21
rank 16, cnt =   21
rank 14, cnt =   21
rank  4, cnt =   23
rank 10, cnt =   17
rank 17, cnt =   20
rank 23, cnt =   20
rank 18, cnt =   23
rank 21, cnt =   22
rank  7, cnt =   24
rank 22, cnt =   22
rank  9, cnt =   20
rank  5, cnt =   22
rank 24, cnt =   19
rank 19, cnt =   24
rank  2, cnt =   22
rank 20, cnt =   24
rank  6, cnt =   24
rank  0, cnt =   21
rank 12, cnt =   21
rank  8, cnt =   24
rank 11, cnt =   18
rank 13, cnt =   22
rank  1, cnt =   22
rank 15, cnt =   22
rank 14, cnt =   22
rank 18, cnt =   24
rank 21, cnt =   23
rank 22, cnt =   23
rank  4, cnt =   24
rank 17, cnt =   21
rank  9, cnt =   21
rank  3, cnt =   22
rank 24, cnt =   20
rank 19, cnt =   25
rank 16, cnt =   22
rank  7, cnt =   25
rank  5, cnt =   23
rank 23, cnt =   21
rank  6, cnt =   25
rank 20, cnt =   25
rank  2, cnt =   23
rank  0, cnt =   22
rank 10, cnt =   18
rank 12, cnt =   22
rank  8, cnt =   25
rank 11, cnt =   19
rank 18, cnt =   25
rank 22, cnt =   24
rank 21, cnt =   24
rank  1, cnt =   23
rank 15, cnt =   23
rank 14, cnt =   23
rank 13, cnt =   23
rank  19, saving output file r19_01_map.h5
rank 17, cnt =   22
rank  9, cnt =   22
rank 24, cnt =   21
rank  4, cnt =   25
rank  6, saving output file r06_01_map.h5
rank  20, saving output file r20_01_map.h5
rank  0, cnt =   23
rank 12, cnt =   23
rank  3, cnt =   23
rank  8, saving output file r08_01_map.h5
rank  2, cnt =   24
rank  7, saving output file r07_01_map.h5
rank  5, cnt =   24
rank 19, saving output file r19_01_mcf.h5
rank 16, cnt =   23
rank 23, cnt =   22
rank 11, cnt =   20
rank 20, saving output file r20_01_mcf.h5
rank 06, saving output file r06_01_mcf.h5
rank 21, cnt =   25
rank 22, cnt =   25
rank  18, saving output file r18_01_map.h5
rank 10, cnt =   19
rank  1, cnt =   24
rank 19, cnt =   26
rank 08, saving output file r08_01_mcf.h5
rank 15, cnt =   24
rank 14, cnt =   24
rank 13, cnt =   24
rank 07, saving output file r07_01_mcf.h5
rank 20, cnt =   26
rank 17, cnt =   23
rank  6, cnt =   26
rank  0, cnt =   24
rank  9, cnt =   23
rank 24, cnt =   22
rank 12, cnt =   24
rank 18, saving output file r18_01_mcf.h5
rank  8, cnt =   26
rank  4, saving output file r04_01_map.h5
rank  7, cnt =   26
rank  2, cnt =   25
rank 18, cnt =   26
rank  3, cnt =   24
rank  5, cnt =   25
rank 19, cnt =   27
rank  21, saving output file r21_01_map.h5
rank  22, saving output file r22_01_map.h5
rank 16, cnt =   24
rank 11, cnt =   21
rank 20, cnt =   27
rank  6, cnt =   27
rank 23, cnt =   23
rank  1, cnt =   25
rank 04, saving output file r04_01_mcf.h5
rank  8, cnt =   27
rank 15, cnt =   25
rank 14, cnt =   25
rank  7, cnt =   27
rank 13, cnt =   25
rank  0, cnt =   25
rank 10, cnt =   20
rank 17, cnt =   24
rank 21, saving output file r21_01_mcf.h5
rank 12, cnt =   25
rank  9, cnt =   24
rank 18, cnt =   27
rank 22, saving output file r22_01_mcf.h5
rank 24, cnt =   23
rank  6, cnt =   28
rank  4, cnt =   26
rank 20, cnt =   28
rank  2, saving output file r02_01_map.h5
rank 19, cnt =   28
rank 21, cnt =   26
rank  8, cnt =   28
rank 22, cnt =   26
rank  7, cnt =   28
rank 11, cnt =   22
rank  5, saving output file r05_01_map.h5
rank  3, cnt =   25
rank  1, saving output file r01_01_map.h5
rank 02, saving output file r02_01_mcf.h5
rank  15, saving output file r15_01_map.h5
rank 18, cnt =   28
rank  14, saving output file r14_01_map.h5
rank  6, cnt =   29
rank  0, saving output file r00_01_map.h5
rank 16, cnt =   25
rank 20, cnt =   29
rank 23, cnt =   24
rank 17, cnt =   25
rank  12, saving output file r12_01_map.h5
rank 10, cnt =   21
rank  9, cnt =   25
rank 21, cnt =   27
rank 24, cnt =   24
rank  2, cnt =   26
rank  8, cnt =   29
rank  7, cnt =   29
rank  4, cnt =   27
rank 19, cnt =   29
rank 22, cnt =   27
rank 01, saving output file r01_01_mcf.h5
rank 05, saving output file r05_01_mcf.h5
rank 15, saving output file r15_01_mcf.h5
rank  13, saving output file r13_01_map.h5
rank 14, saving output file r14_01_mcf.h5
rank 00, saving output file r00_01_mcf.h5
rank 12, saving output file r12_01_mcf.h5
rank 18, cnt =   29
rank  1, cnt =   26
rank 20, cnt =   30
rank  6, cnt =   30
rank 11, cnt =   23
rank 15, cnt =   26
rank  5, cnt =   26
rank 21, cnt =   28
rank  0, cnt =   26
rank 14, cnt =   26
rank  8, cnt =   30
rank 12, cnt =   26
rank  7, cnt =   30
rank  2, cnt =   27
rank 13, saving output file r13_01_mcf.h5
rank 22, cnt =   28
rank  4, cnt =   28
rank  17, saving output file r17_01_map.h5
rank  3, saving output file r03_01_map.h5
rank 24, cnt =   25
rank 10, cnt =   22
rank  9, saving output file r09_01_map.h5
rank 18, cnt =   30
rank 19, cnt =   30
rank 23, cnt =   25
rank  16, saving output file r16_01_map.h5
rank 13, cnt =   26
rank 20, cnt =   31
rank  1, cnt =   27
rank 15, cnt =   27
rank 17, saving output file r17_01_mcf.h5
rank  0, cnt =   27
rank 21, cnt =   29
rank 14, cnt =   27
rank  6, cnt =   31
rank 09, saving output file r09_01_mcf.h5
rank  8, cnt =   31
rank 03, saving output file r03_01_mcf.h5
rank  2, cnt =   28
rank 12, cnt =   27
rank 22, cnt =   29
rank  7, cnt =   31
rank 11, cnt =   24
rank  4, cnt =   29
rank  5, cnt =   27
rank 17, cnt =   26
rank 16, saving output file r16_01_mcf.h5
rank  9, cnt =   26
rank 18, cnt =   31
rank  3, cnt =   26
rank  24, saving output file r24_01_map.h5
rank 20, cnt =   32
rank 10, cnt =   23
rank  1, cnt =   28
rank 19, cnt =   31
rank  0, cnt =   28
rank 21, cnt =   30
rank 15, cnt =   28
rank 16, cnt =   26
rank 14, cnt =   28
rank 12, cnt =   28
rank  8, cnt =   32
rank  7, cnt =   32
rank 22, cnt =   30
rank 13, cnt =   27
rank  4, cnt =   30
rank  2, cnt =   29
rank  23, saving output file r23_01_map.h5
rank  6, cnt =   32
rank 24, saving output file r24_01_mcf.h5
rank 17, cnt =   27
rank 11, cnt =   25
rank 18, cnt =   32
rank  9, cnt =   27
rank  5, cnt =   28
rank 20, cnt =   33
rank  1, cnt =   29
rank 24, cnt =   26
rank  0, cnt =   29
rank 21, cnt =   31
rank 15, cnt =   29
rank  3, cnt =   27
rank 23, saving output file r23_01_mcf.h5
rank  8, cnt =   33
rank  7, cnt =   33
rank  4, cnt =   31
rank 14, cnt =   29
rank 22, cnt =   31
rank 12, cnt =   29
rank 19, cnt =   32
rank 10, cnt =   24
rank  2, cnt =   30
rank 16, cnt =   27
rank 18, cnt =   33
rank 17, cnt =   28
rank 13, cnt =   28
rank 20, cnt =   34
rank  9, cnt =   28
rank 23, cnt =   26
rank  6, cnt =   33
rank  0, cnt =   30
rank  5, cnt =   29
rank 21, cnt =   32
rank  1, cnt =   30
rank  11, saving output file r11_01_map.h5
rank 24, cnt =   27
rank  8, cnt =   34
rank 12, cnt =   30
rank 22, cnt =   32
rank  7, cnt =   34
rank  4, cnt =   32
rank 15, cnt =   30
rank 14, cnt =   30
rank  2, cnt =   31
rank 18, cnt =   34
rank  3, cnt =   28
rank 19, cnt =   33
rank 17, cnt =   29
rank 11, saving output file r11_01_mcf.h5
rank 20, cnt =   35
rank 10, cnt =   25
rank  0, cnt =   31
rank 21, cnt =   33
rank  9, cnt =   29
rank 16, cnt =   28
rank 13, cnt =   29
rank  6, cnt =   34
rank  8, cnt =   35
rank 12, cnt =   31
rank  1, cnt =   31
rank 22, cnt =   33
rank  5, cnt =   30
rank 24, cnt =   28
rank  7, cnt =   35
rank 11, cnt =   26
rank  4, cnt =   33
rank 23, cnt =   27
rank 18, cnt =   35
rank 15, cnt =   31
rank 14, cnt =   31
rank  2, cnt =   32
rank 20, cnt =   36
rank  3, cnt =   29
rank  0, cnt =   32
rank 17, cnt =   30
rank 21, cnt =   34
rank 19, cnt =   34
rank  8, cnt =   36
rank  9, cnt =   30
rank 12, cnt =   32
rank 22, cnt =   34
rank  7, cnt =   36
rank  10, saving output file r10_01_map.h5
rank  4, cnt =   34
rank 24, cnt =   29
rank  1, cnt =   32
rank 11, cnt =   27
rank 18, cnt =   36
rank 16, cnt =   29
rank  5, cnt =   31
rank 13, cnt =   30
rank  6, cnt =   35
rank 15, cnt =   32
rank 20, cnt =   37
rank  0, cnt =   33
rank 23, cnt =   28
rank  2, cnt =   33
rank  3, cnt =   30
rank 21, cnt =   35
rank  8, cnt =   37
rank 17, cnt =   31
rank 10, saving output file r10_01_mcf.h5
rank 14, cnt =   32
rank  4, cnt =   35
rank 12, cnt =   33
rank  7, cnt =   37
rank 19, cnt =   35
rank 22, cnt =   35
rank  9, cnt =   31
rank 18, cnt =   37
rank 24, cnt =   30
rank  1, cnt =   33
rank 11, cnt =   28
rank 10, cnt =   26
rank 20, cnt =   38
rank  0, cnt =   34
rank 15, cnt =   33
rank  6, cnt =   36
rank 21, cnt =   36
rank  5, cnt =   32
rank  8, cnt =   38
rank  2, cnt =   34
rank 16, cnt =   30
rank  3, cnt =   31
rank 13, cnt =   31
rank  4, cnt =   36
rank 17, cnt =   32
rank 12, cnt =   34
rank 22, cnt =   36
rank  7, cnt =   38
rank 18, cnt =   38
rank 23, cnt =   29
rank  9, cnt =   32
rank 19, cnt =   36
rank 24, cnt =   31
rank 20, cnt =   39
rank 14, cnt =   33
rank  1, cnt =   34
rank 11, cnt =   29
rank 10, cnt =   27
rank  6, cnt =   37
rank 21, cnt =   37
rank  0, cnt =   35
rank  8, cnt =   39
rank 15, cnt =   34
rank  4, cnt =   37
rank  3, cnt =   32
rank 12, cnt =   35
rank  2, cnt =   35
rank  5, cnt =   33
rank 18, cnt =   39
rank 22, cnt =   37
rank  7, cnt =   39
rank 17, cnt =   33
rank 16, cnt =   31
rank  9, cnt =   33
rank 20, cnt =   40
rank 13, cnt =   32
rank 24, cnt =   32
rank 21, cnt =   38
rank  6, cnt =   38
rank  1, cnt =   35
rank 23, cnt =   30
rank  8, cnt =   40
rank 19, cnt =   37
rank 11, cnt =   30
rank  4, cnt =   38
rank 10, cnt =   28
rank 12, cnt =   36
rank 15, cnt =   35
rank  0, cnt =   36
rank 18, cnt =   40
rank  7, cnt =   40
rank 14, cnt =   34
rank 22, cnt =   38
rank  3, cnt =   33
rank  2, cnt =   36
rank  5, cnt =   34
rank 20, cnt =   41
rank 17, cnt =   34
rank 21, cnt =   39
rank  9, cnt =   34
rank  8, cnt =   41
rank  6, cnt =   39
rank 24, cnt =   33
rank  4, cnt =   39
rank  1, cnt =   36
rank 16, cnt =   32
rank 12, cnt =   37
rank 23, cnt =   31
rank 13, cnt =   33
rank 19, cnt =   38
rank  7, cnt =   41
rank 22, cnt =   39
rank 10, cnt =   29
rank 18, cnt =   41
rank 15, cnt =   36
rank  0, cnt =   37
rank 20, cnt =   42
rank  2, cnt =   37
rank  3, cnt =   34
rank 11, cnt =   31
rank 14, cnt =   35
rank 17, cnt =   35
rank 21, cnt =   40
rank  6, cnt =   40
rank  5, cnt =   35
rank  8, cnt =   42
rank  4, cnt =   40
rank 12, cnt =   38
rank  9, cnt =   35
rank 24, cnt =   34
rank 22, cnt =   40
rank 18, cnt =   42
rank  7, cnt =   42
rank 23, cnt =   32
rank 16, cnt =   33
rank 10, cnt =   30
rank 13, cnt =   34
rank  1, cnt =   37
rank 20, cnt =   43
rank 19, cnt =   39
rank 21, cnt =   41
rank 15, cnt =   37
rank  0, cnt =   38
rank  2, cnt =   38
rank  6, cnt =   41
rank  8, cnt =   43
rank 12, cnt =   39
rank 17, cnt =   36
rank  4, cnt =   41
rank  3, cnt =   35
rank 11, cnt =   32
rank  5, cnt =   36
rank 14, cnt =   36
rank 22, cnt =   41
rank  9, cnt =   36
rank 24, cnt =   35
rank  7, cnt =   43
rank 18, cnt =   43
rank 20, cnt =   44
rank 23, cnt =   33
rank 16, cnt =   34
rank 10, cnt =   31
rank 13, cnt =   35
rank 21, cnt =   42
rank  6, cnt =   42
rank  8, cnt =   44
rank 12, cnt =   40
rank 19, cnt =   40
rank  2, cnt =   39
rank  0, cnt =   39
rank  1, cnt =   38
rank  5, cnt =   37
rank 15, cnt =   38
rank 17, cnt =   37
rank  4, cnt =   42
rank 22, cnt =   42
rank 11, cnt =   33
rank  7, cnt =   44
rank 18, cnt =   44
rank 24, cnt =   36
rank 20, cnt =   45
rank  9, cnt =   37
rank  3, cnt =   36
rank 14, cnt =   37
rank 23, cnt =   34
rank 21, cnt =   43
rank  6, cnt =   43
rank 10, cnt =   32
rank 12, cnt =   41
rank 13, cnt =   36
rank  8, cnt =   45
rank  5, cnt =   38
rank 16, cnt =   35
rank 22, cnt =   43
rank  2, cnt =   40
rank  0, cnt =   40
rank  7, cnt =   45
rank 15, cnt =   39
rank 18, cnt =   45
rank 17, cnt =   38
rank 19, cnt =   41
rank 11, cnt =   34
rank 20, cnt =   46
rank  1, cnt =   39
rank  4, cnt =   43
rank 24, cnt =   37
rank 21, cnt =   44
rank  6, cnt =   44
rank  9, cnt =   38
rank 12, cnt =   42
rank  5, cnt =   39
rank 13, cnt =   37
rank  8, cnt =   46
rank 23, cnt =   35
rank 10, cnt =   33
rank  3, cnt =   37
rank 22, cnt =   44
rank  7, cnt =   46
rank 18, cnt =   46
rank  2, cnt =   41
rank 14, cnt =   38
rank  0, cnt =   41
rank 15, cnt =   40
rank 17, cnt =   39
rank 20, cnt =   47
rank 21, cnt =   45
rank 11, cnt =   35
rank  6, cnt =   45
rank  1, cnt =   40
rank 16, cnt =   36
rank 12, cnt =   43
rank 24, cnt =   38
rank  4, cnt =   44
rank 19, cnt =   42
rank  5, cnt =   40
rank  9, cnt =   39
rank 22, cnt =   45
rank 13, cnt =   38
rank 18, cnt =   47
rank 10, cnt =   34
rank  0, cnt =   42
rank  7, cnt =   47
rank  8, cnt =   47
rank  2, cnt =   42
rank 23, cnt =   36
rank 21, cnt =   46
rank 12, cnt =   44
rank  6, cnt =   46
rank 15, cnt =   41
rank 20, cnt =   48
rank 17, cnt =   40
rank  3, cnt =   38
rank 11, cnt =   36
rank  1, cnt =   41
rank  5, cnt =   41
rank 14, cnt =   39
rank 24, cnt =   39
rank 22, cnt =   46
rank  4, cnt =   45
rank  0, cnt =   43
rank 19, cnt =   43
rank  9, cnt =   40
rank 16, cnt =   37
rank 18, cnt =   48
rank 10, cnt =   35
rank 13, cnt =   39
rank  7, cnt =   48
rank 12, cnt =   45
rank 21, cnt =   47
rank  6, cnt =   47
rank  2, cnt =   43
rank  5, cnt =   42
rank 20, cnt =   49
rank 15, cnt =   42
rank 22, cnt =   47
rank 17, cnt =   41
rank 23, cnt =   37
rank  0, cnt =   44
rank 11, cnt =   37
rank  1, cnt =   42
rank  8, cnt =   48
rank 24, cnt =   40
rank  4, cnt =   46
rank 12, cnt =   46
rank  9, cnt =   41
rank 19, cnt =   44
rank 18, cnt =   49
rank 14, cnt =   40
rank 10, cnt =   36
rank  7, cnt =   49
