mcf_slope,mcf_area,cloud_field_offset,dense_mass_fraction,cloud_type
0.032079719775672,14.65145466406504,0.01798392507140981,0.44342747356552703,0
0.035981352006321826,13.768564153299463,0.014334481868582582,0.44184498531396643,0
0.042211879197028755,12.653679923172707,0.03242506918389032,0.44186839997975114,0
0.0323870861045724,14.420467611616504,0.023851873427992103,0.44319235740115304,0
0.0253261906065041,20.597613295923942,0.013266959855052178,0.427588338164415,0
0.03945057681829444,12.686408874244039,0.030427421550237515,0.4479387784399342,0
0.04087697669789456,13.47090630413362,0.041648784389996765,0.4408619051640759,0
0.036927789602978225,13.43766086685681,0.015451220970829033,0.43982407865370193,0
0.023544506954439503,27.146502601888916,0.0326407610266259,0.4184911151872163,0
0.0345331925097865,14.278469973723617,0.007685351177360105,0.44426736191569693,0
0.03446859729915948,14.731765689674303,0.0063647622481243565,0.43851756343339576,0
0.03375244421477342,14.489420476504497,0.00346289453579507,0.44519827952563207,0
0.042631470976445554,12.49581854893152,0.03203450589626808,0.44314669249312677,0
0.014202560602206513,42.891142377450365,0.3395367163403651,0.4152566195478143,0
0.02168514312337976,25.10735404568626,0.04247293327723898,0.4227396959539124,0
0.03249483648529102,16.29175164533435,0.06533013104471379,0.42947497420263353,0
0.034341658584881765,14.450684078961462,0.006422652829896652,0.4424293045332652,0
0.025828905927187104,21.70356486396216,0.11145368530650543,0.4201161970329457,0
0.030427705871992974,18.10209159425052,0.027050731900787085,0.42733600987088627,0
0.03373784183783319,14.377329414232204,0.005505952612485886,0.4445050257190385,0
0.03487177910936553,14.170937743719085,0.0033754591037040496,0.44391019816414057,0
0.03194927306981844,16.352972776881742,0.04658912477700779,0.42722441560906854,0
0.04044796612643955,12.89483517440033,0.02829194147190712,0.44612464788313566,0
0.03096725767106156,17.705668703023207,0.0035982647243072556,0.4286109357651209,0
0.033576956648068645,14.437612530032952,0.005691249401529902,0.44417885569330806,0
0.037814129071171,13.363308597649583,0.02007430743292776,0.4469274515795806,0
0.032967628067244216,15.668008780500802,0.0537102137244591,0.4302447999112035,0
0.036804519968268785,14.155465540705835,0.011208979173245433,0.43859949834693734,0
0.03385136858490564,14.34941432533419,0.01114848292475319,0.4425735123196411,0
0.03787115389232134,13.613505712950007,0.034378544873324084,0.44026052520022935,0
0.02647660638382771,19.716658761295374,0.02174803390027952,0.4260213984542088,0
0.032858159239526716,15.534783998525919,0.002121810926136267,0.4355152912197311,0
0.03129892645049986,15.686117025992548,0.0019044541621906607,0.43878493157401427,0
0.03093997102654661,16.180947700557073,0.0022158974660328543,0.4363190847402094,0
0.018700700371945874,31.793145892431507,0.024063366088229853,0.4169640134150091,0
0.027804015857433362,20.410959107566,0.1192442085723799,0.4228084125808347,0
0.032510424913057404,14.855378246773709,0.021142126825708343,0.4401926757478562,0
0.029970943582907222,18.194489921033988,0.009569400482838785,0.42801109283641253,0
0.0371311990237384,14.144905135988285,0.023046076455879343,0.4367747960060031,0
0.04125025911126786,12.490020375923105,0.03135638267436004,0.44720158615533545,0
0.03865630272347232,13.669900245291878,0.034022117361418136,0.44427321043509466,0
0.03443873547025861,15.314771838935531,0.015822408666846567,0.43566109230821176,0
0.03128349177065785,16.759571862556502,0.04942489632719387,0.4292418404823492,0
0.033146020552321256,14.544351278659406,0.012956523359236726,0.44213269953891304,0
0.03571687163967326,13.839586990790586,0.01138479535596053,0.44341563081201746,0
0.038289984157946974,13.388636420047364,0.020359062651358846,0.4458679234072728,0
0.03279101009858242,14.710302955590633,0.017530268223223098,0.4398485186390853,0
0.030915374938838776,16.37973168078268,0.001744780265725335,0.43464794834310116,0
0.03519445600631153,14.14188414656487,0.005169473440834649,0.44473456337182454,0
0.03473113775883979,14.977792320005006,0.03803870327160038,0.4324848097196884,0
0.028714040483269167,17.168988142984045,0.00305262862206729,0.4322905601396296,0
0.041239693482666824,12.330311795420263,0.02774448983075361,0.4426348909554722,0
0.03447036281231244,14.403160010458485,0.0004335776463890689,0.44565692974415705,0
0.029800662842234177,16.75198127060078,0.002047814275640291,0.4372788893501308,0
0.037118605250715406,13.310465976719545,0.016746434322737664,0.4399957259522902,0
0.035495695419286724,14.301344796875773,0.007838030892396942,0.4437276485744205,0
0.013380252642287777,42.98465276313282,0.257384617245,0.41379578199893996,0
0.0320138839809493,15.353478247680732,0.0037826686477155755,0.44175196437090186,0
0.036889014067653866,13.91083780939488,0.014616526956742554,0.4406246136366568,0
0.03653140370932202,13.902573433688607,0.04072107405453314,0.4381947042954252,0
0.032956762280636404,15.282087909800408,0.05114934320537254,0.43171685539166615,0
0.029216607076443957,18.738476560290923,0.06312516379578265,0.425180130372887,0
0.03524198488990697,14.316963396609715,0.00541236848415422,0.44470156309698927,0
0.031446331645561536,16.984261256496644,0.07050215055318258,0.4280026895454486,0
0.03773442232000519,13.46119514393908,0.03341829956124494,0.43770602320182533,0
0.037749898482539714,13.243985181529075,0.03657279581053693,0.44150563806967863,0
