mcf_slope,mcf_area,cloud_field_offset,dense_mass_fraction,cloud_type
0.03891057728129757,12.538087078198942,0.024891300810458646,0.4413155883756213,0
0.03664533366984868,13.077784754329825,0.01918864737530117,0.4400930722028812,0
0.03755526660362818,13.080355663930126,0.03204554587498725,0.44005920465288323,0
0.04199083801645619,12.621694062294422,0.025549714741339297,0.4412177304060434,0
0.03716669753716824,13.401076995952277,0.016968312785715204,0.4411807385698549,0
0.040187543188733514,12.595995226453176,0.03304285535706199,0.44473717073091934,0
0.0367563153430563,13.826526348682659,0.012708367638898094,0.439432907104657,0
0.03711950884621314,13.846247267571972,0.03258221670822094,0.4351746068806587,0
0.041179873039811625,12.550610112928997,0.031337041923583275,0.4461680919959487,0
0.03425589514514862,14.330288551872908,0.007561356001809693,0.443844328139673,0
0.035293422843773514,14.422618624214973,0.0441163425933798,0.4366500579730612,0
0.03722031105807555,14.486534265913376,0.02384309824627071,0.43529576474626863,0
0.03671686358112971,14.242818343914191,0.01401589201015474,0.4398780068861314,0
0.04033746010010103,12.641852403636413,0.030286672558112706,0.44798016863275764,0
0.03134074010251878,15.837632698904008,0.0008458368669197635,0.4371638353534752,0
0.031145828211715094,16.857066433312767,0.05987678000075258,0.42847137731922197,0
0.04163931088575587,13.13685167396983,0.03853367106132085,0.44125179631801703,0
0.03407291603282331,14.465822621081868,0.0024680113526776666,0.4458463345459012,0
0.03412747246973564,15.004742095577127,0.03320195831326421,0.4365014900816101,0
0.03124440470693237,17.533325875122195,0.004150449082928051,0.4271901647642726,0
0.0334922638585009,16.081851505112287,0.018208539260781673,0.4313822116538416,0
0.04103035616159293,12.800703913795767,0.03094930576172056,0.44749623551393647,0
0.03176322713333745,15.762358601391826,0.0007914911757097865,0.4387825105560149,0
0.03112488118696912,17.87758313164289,0.08412609022128181,0.4250166994628463,0
0.035281324435323266,16.00469669607431,0.056913727425466305,0.4295493825929783,0
0.03505524072067401,14.163749228471412,0.003206748315620541,0.44386656420795173,0
0.03758036841380417,13.593921046982612,0.023379688070654523,0.4424947836780853,0
0.02386678397489131,20.900135875205343,0.018449627333089042,0.4254806316380333,0
0.02713914417762345,21.256192623292467,0.05135767610145196,0.42288466220099846,0
0.038305328765286584,13.839033543680474,0.03935569799030308,0.4413070170870477,0
0.03363570074350681,14.67391939272942,0.00481744105380166,0.4439924238443938,0
0.029066659658715202,18.182561324434474,0.020010354539441527,0.4267741695162647,0
0.028081872766812628,22.361479221438522,0.05044690381784414,0.42042533017025174,0
0.03347895063064434,15.385936348582595,0.01253438316704894,0.4357198933756936,0
0.036858525318138276,13.346143043103378,0.023233691737673857,0.4474671254606084,0
0.026666521089587725,18.630728117532296,0.0001912118516675916,0.4322897608130511,0
0.018271502705314916,31.029021438716192,0.33860558074936076,0.4166445551342276,0
0.03330267265932555,16.186118466690154,0.0648951261792389,0.4306195649182942,0
0.03366606835452935,14.529743777903088,0.012616349777044414,0.44447956537489913,0
0.03354156121317435,15.304950580063373,0.010313031591241514,0.43687543356490655,0
0.0174855139332297,33.94982673755648,0.08688381495352279,0.41794450078597295,0
0.02768600377235042,20.066939677239194,0.03891776070036715,0.4245676954614798,0
0.034638676250675945,14.333422903583763,0.027753151855256952,0.4419286194230575,0
0.03414154773584903,14.845649565784955,0.006558177328432328,0.4418692297876811,0
0.0205833512083439,27.941901697047665,0.09708084087513268,0.41969987436418854,0
0.024671766861046683,24.30969274539689,0.16766472612576142,0.4174547014854743,0
0.03223923448965963,15.057930933288292,0.02582953772370348,0.4387014154998157,0
0.03702252980702108,13.645163051525424,0.013523553329413273,0.4448750573353452,0
0.0225442830843802,23.523632961787662,0.029163644028355227,0.4248048195568704,0
0.015898212827213112,38.11303376492829,0.24498111506068102,0.4162446294193258,0
0.033264872901858526,15.46014313400747,0.03632190440685772,0.4343611529085354,0
0.036602908961451304,13.66505068107105,0.01616234233759729,0.4467722558681204,0
0.026947961803280927,19.11479548364256,0.007966004391005763,0.4298038401644076,0
0.009701602421895767,54.65916449489696,0.1695295961878149,0.4130744261127073,0
0.03159096952327231,16.78557817988905,0.056103988723936425,0.4297319849431699,0
0.033958476889530846,14.171855657459007,0.015637251695309114,0.44516099926496533,0
0.03226308292852796,15.902417313575892,0.005747430006820814,0.43565705816076516,0
0.014778724705775056,39.7313963933531,0.11986936838755073,0.4172382053214332,0
0.02905100466295021,19.24606120504854,0.03761245695748532,0.4256926444223452,0
0.035361297899657015,14.119704873972788,0.02749794176200859,0.44295958550381503,0
0.03251702674327802,15.390989607271132,0.004709113183613076,0.4407749057330525,0
0.02197149354126844,25.784641411806113,0.018766026118849245,0.4197860331507641,0
0.02860371308416193,20.29125087885024,0.12825335627147152,0.4203228431946188,0
0.03280171131798418,14.669035002652778,0.014888781563500706,0.4408726622666174,0
0.037951887520526834,13.507424344729651,0.018792085021277365,0.44434424309030424,0
0.024579883532312493,21.506591743481188,0.005073195328007892,0.4254423729321121,0
0.022426655330334336,25.597389363823837,0.07532180786958441,0.41853792833254866,0
0.037179665650167795,14.286521141470722,0.04366068249579753,0.4382188153916892,0
0.03415977274344635,14.530702526184342,0.005999267463058612,0.44395323648057433,0
0.03115504544177998,16.933072343313253,0.020037253941719874,0.429644617734541,0
0.028032169277804615,21.69528217128782,0.01971446181808477,0.42207344278537395,0
0.03438059807884053,15.842049347814104,0.0016575701707254949,0.43381001050862616,0
0.0386405184443551,13.297524123397231,0.02747805588139328,0.44676086868306714,0
0.029915231473594976,16.770130012654466,0.001901221445635735,0.43542523592600224,0
0.027925517687460294,20.126957189062114,0.11492220900790023,0.4231664076978109,0
0.03580610044989843,15.408333910555154,0.0544661964401646,0.4330625803320574,0
0.035282582518784966,14.146279161994148,0.0017153236622688306,0.44505849378869355,0
0.03756943407083418,13.831923011973675,0.026330942927213708,0.4397522541406116,0
0.02817177442275356,18.840803017068556,0.01529413553561989,0.4271201015549411,0
0.030933516596298866,17.511190698644217,0.037003107309364826,0.4277135596278965,0
0.043615515522858105,12.531462832836102,0.0347467062131666,0.44569544447955756,0
